county,confirmed_cases,confirmed_deaths,state,length_of_lockdown,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
Macon,53,2,Alabama,26,2.874342426,0.108465752,18439,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497417,0,0.0018862,59,59,62,38,61,66,21,50,11,35.2,16.8,0.077853,27.8
Madison,259,4,Alabama,26,0.706648223,0.010913486,366519,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.272837152,0.037492704,7,8,4,3,2,39,17,33,16,417.7,182.7,0.077853,27.8
Marengo,91,5,Alabama,26,4.772894157,0.262246932,19066,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497417,0.262246932,0.001950338,53,54,50,19,51,48,21,42,12,21.5,10.5,0.077853,27.8
Marion,100,9,Alabama,26,3.359876357,0.302388872,29763,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.134395054,0.003044577,37,30,21,57,25,44,19,37,14,41.5,19.9,0.077853,27.8
Marshall,586,9,Alabama,26,6.097243754,0.093643675,96109,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.208097056,0.009831376,20,24,40,50,20,42,21,34,14,164.4,71.3,0.077853,27.8
Mobile,1545,96,Alabama,26,3.734075798,0.232020244,413757,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.379449774,0.042324869,27,39,35,25,48,64,19,36,15,335.9,144.9,0.077853,27.8
Monroe,18,2,Alabama,26,0.85441686,0.094935207,21067,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.379740827,0.002155028,58,58,60,42,58,26,23,42,11,22.5,11,0.077853,27.8
Montgomery,705,19,Alabama,26,3.122743762,0.084159052,225763,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.389789292,0.023094206,16,45,47,7,41,51,20,38,14,292.5,129.6,0.077853,27.8
Morgan,99,1,Alabama,26,0.831311036,0.008397081,119089,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.28550076,0.012182093,12,7,8,14,9,57,19,32,14,206.3,88.4,0.077853,27.8
Perry,19,0,Alabama,26,2.078774617,0,9140,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499742,0.15425939,0.095133444,1.297497418,0,0.000934967,63,67,67,49,56,29,26,43,10,14.7,6.6,0.077853,27.8
Pickens,70,2,Alabama,26,3.51088374,0.100310964,19938,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497417,0.200621928,0.002039538,15,52,31,32,28,6,21,35,12,22.4,10.8,0.077853,27.8
Pike,102,0,Alabama,26,3.05957166,0,33338,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.269962205,0.003410278,24,42,46,29,47,12,21,36,15,48.9,22.7,0.077853,27.8
Randolph,117,7,Alabama,26,5.148514851,0.308030803,22725,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497417,0,0.002324632,25,22,36,47,35,33,19,37,14,39.5,20.6,0.077853,27.8
Russell,88,0,Alabama,26,1.522991987,0,57781,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.138453817,0.005910651,41,41,52,28,37,63,22,45,13,82.6,38.4,0.077853,27.8
Shelby,381,18,Alabama,26,1.766284822,0.083446527,215707,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.148349381,0.022065537,1,1,1,2,1,47,16,35,17,248.5,103.2,0.077853,27.8
St. Clair,87,1,Alabama,26,0.980944864,0.011275228,88690,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499742,0.15425939,0.095133444,1.297497418,0.06765137,0.009072457,17,5,13,36,13,55,18,37,15,132.3,56.2,0.077853,27.8
Sumter,110,4,Alabama,26,8.667559688,0.315183989,12691,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499742,0.15425939,0.095133444,1.297497418,0,0.001298213,62,64,61,27,62,46,22,43,11,15.2,7.5,0.077853,27.8
Talladega,76,2,Alabama,26,0.952046901,0.025053866,79828,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.175377061,0.008165927,50,40,58,34,34,32,23,39,14,111.7,50.3,0.077853,27.8
Tallapoosa,338,51,Alabama,26,8.346297257,1.259352545,40497,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.148159123,0.004142601,29,50,16,20,45,58,18,36,13,58.1,30.9,0.077853,27.8
Tuscaloosa,302,8,Alabama,26,1.445591663,0.038293819,208911,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039884,0.109454607,0.020663393,1.199499742,0.15425939,0.095133444,1.297497418,0.402085098,0.021370347,9,31,17,4,11,38,18,35,16,147.3,64.2,0.077853,27.8
Walker,111,0,Alabama,26,1.742242313,0,63711,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.18835052,0.006517255,66,49,53,26,29,34,23,40,14,84.7,38.9,0.077853,27.8
Washington,57,5,Alabama,26,3.480278422,0.305287581,16378,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0,0.001675372,52,48,38,64,49,2,21,33,14,16.3,7.8,0.077853,27.8
Wilcox,89,5,Alabama,26,8.374894138,0.470499671,10627,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0,0.001087079,61,60,66,44,67,13,22,48,11,13.1,6.4,0.077853,27.8
Winston,25,0,Alabama,26,1.056635672,0,23660,9775742,217.1,196.7,77.2,71.2,7.6,6.9,28.5,18.1,34.4,49.1,22.8,136.8,82.1,29.9,11.9,21.9,0.6,18.4,48.4,2.17149757,1.4,0.8,0.9,3.1,0.519039885,0.109454607,0.020663393,1.199499741,0.15425939,0.095133444,1.297497418,0.169061708,0.002420277,33,36,25,67,22,41,20,38,14,39.9,22,0.077853,27.8
Anchorage,196,4,Alaska,41,0.672296579,0.013720338,291538,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902177,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0.250396175,0.197669499,8,15,4,2,6,24,15,32,21,171.2,66.3,0.012496,41.9
Bethel Census Area,1,0,Alaska,41,0.054896794,0,18216,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0,0.012350869,21,23,23,19,23,22,30,31,22,0.4,0.1,0.012496,41.9
Fairbanks North Star Borough,85,2,Alaska,41,0.858837437,0.02020794,98971,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0.131351608,0.067104624,4,7,6,3,5,11,16,30,23,13.3,5.7,0.012496,41.9
Juneau City and Borough,29,0,Alaska,41,0.903061066,0,32113,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0.280260331,0.021773356,7,3,5,4,1,6,17,27,24,11.6,4.8,0.012496,41.9
Kenai Peninsula Borough,23,1,Alaska,41,0.392940734,0.01708438,58533,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0.102506279,0.039686726,10,6,8,12,10,23,17,33,21,3.4,1.9,0.012496,41.9
Ketchikan Gateway Borough,16,0,Alaska,41,1.149590458,0,13918,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0.287397615,0.009436726,9,14,13,6,7,18,17,38,20,2.8,1.3,0.012496,41.9
Kodiak Island Borough,1,0,Alaska,41,0.074934432,0,13345,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0,0.009048218,1,2,9,11,4,19,15,34,22,2.1,0.8,0.012496,41.9
Matanuska-Susitna Borough,21,1,Alaska,41,0.19514915,0.009292817,107610,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902177,0.469191986,0.02847697,1.429272699,0.115263927,0.170861822,1.147215088,0.130099433,0.072962066,3,11,10,8,9,25,18,34,21,3.6,1.7,0.012496,41.9
Nome Census Area,1,0,Alaska,41,0.099920064,0,10008,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0,0.006785655,22,21,25,25,21,17,32,40,22,0.4,0.2,0.012496,41.9
Petersburg Borough,3,0,Alaska,41,0.931387768,0,3221,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861821,1.147215088,0,0.002183912,12,5,3,10,8,2,15,25,21,1.2,0.6,0.012496,41.9
Prince of Wales-Hyder Census Area,2,0,Alaska,41,0.311429461,0,6422,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0,0.004354264,19,10,17,22,17,4,22,45,20,1.4,0.8,0.012496,41.9
Sitka City and Borough,1,0,Alaska,41,0.115647045,0,8647,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0,0.005862866,2,12,2,5,2,14,16,27,21,3.1,1.4,0.012496,41.9
Southeast Fairbanks Census Area,2,0,Alaska,41,0.289100896,0,6918,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0,0.004690564,5,1,11,17,15,9,20,33,20,0.3,0.2,0.012496,41.9
Valdez-Cordova Census Area,1,0,Alaska,41,0.109122654,0,9164,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272699,0.115263927,0.170861822,1.147215088,0,0.006213404,6,4,14,9,14,16,17,35,25,0.3,0.2,0.012496,41.9
Yukon-Koyukuk Census Area,1,0,Alaska,41,0.187722921,0,5327,1474876,276.9,256.7,112.8,105.6,9.6,8.5,38,6.1,31.5,39.44356611,23.49639271,44.53799567,69.85761183,5,4.7,2.7,0.991173343,2.8,40.98977762,2.769046347,0.3,1.5,0.4,2.2,0.650902178,0.469191986,0.02847697,1.429272698,0.115263927,0.170861822,1.147215088,0,0.003611829,24,18,18,20,24,20,30,31,22,0,0,0.012496,41.9
Apache,817,12,Arizona,45,11.37597817,0.167089031,71818,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085988,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0,0.005007079,15,14,15,15,15,12,22,34,13,6.4,2.9,0.095311,17.6
Cochise,43,1,Arizona,45,0.339196971,0.007888302,126770,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0.09465962,0.008838278,7,10,6,6,4,9,15,30,15,21.3,9.6,0.095311,17.6
Coconino,772,58,Arizona,45,5.404118891,0.406008932,142854,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085988,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450855,0.287006314,0.009959638,10,8,5,4,2,5,16,24,17,7.2,3.4,0.095311,17.6
Gila,19,1,Arizona,45,0.352576593,0.018556663,53889,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085988,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0.148453302,0.003757087,13,13,11,11,11,1,18,31,16,11.3,6.9,0.095311,17.6
Graham,21,0,Arizona,45,0.551586468,0,38072,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0,0.002654342,9,11,13,5,6,2,18,35,17,8.1,2.8,0.095311,17.6
Greenlee,2,0,Arizona,45,0.210903722,0,9483,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0,0.000661145,5,2,9,7,1,3,14,29,18,4.6,2.4,0.095311,17.6
La Paz,25,2,Arizona,45,1.18494644,0.094795715,21098,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450855,0.142193573,0.001470931,14,6,7,14,12,4,16,30,13,4.6,3.6,0.095311,17.6
Maricopa,6341,281,Arizona,45,1.437599868,0.063706917,4410824,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085988,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0.227621868,0.307518246,3,3,1,3,5,13,14,27,18,414.9,178.2,0.095311,17.6
Mohave,213,26,Arizona,45,1.016463851,0.1240754,209550,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0.381770461,0.014609617,11,9,12,12,9,7,19,32,16,15,8.3,0.095311,17.6
Navajo,1099,42,Arizona,45,9.950654172,0.380279777,110445,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0.108651365,0.007700115,12,15,14,10,14,8,21,34,14,10.8,5.7,0.095311,17.6
Pima,1661,144,Arizona,45,1.598540237,0.138585066,1039073,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085988,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450855,0.284869302,0.072443132,6,4,3,1,8,10,15,25,17,106.7,48,0.095311,17.6
Pinal,643,20,Arizona,45,1.43803479,0.04472892,447138,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0.049201812,0.031174015,4,7,8,8,7,15,16,33,16,70,29.7,0.095311,17.6
Santa Cruz,50,0,Arizona,45,1.075014513,0,46511,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085988,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0,0.0032427,1,12,2,9,10,14,15,27,14,38.3,14.6,0.095311,17.6
Yavapai,227,4,Arizona,45,0.978477799,0.0172419,231993,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450855,0.168108521,0.01617432,8,5,4,2,3,6,17,23,17,26,13.6,0.095311,17.6
Yuma,243,3,Arizona,45,1.145534771,0.014142405,212128,14343292,242,224,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19,0.8,37.8,41.7,2.420085989,0.1,1.3,0.5,1.9,0.474507526,0.270509727,0.011573354,1.190382236,0.136509805,0.152405738,1.292450854,0.197993664,0.014789352,2,1,10,13,13,11,13,37,18,35.5,15.9,0.095311,17.6
Arkansas,2,0,Arkansas,0,0.112555574,0,17769,6027650,207.6,188.2,79.9,75,7,6.5,27.9,18.2,33.3,34.2,23.7,66.2,93,29.6,14,30.7,0.8,25.8,57.9,2.075767505,0.3,2.2,0.7,3.2,0.433004571,0.069347092,0.029198776,1.165628396,0.122767579,0.108499996,1.206772125,0,0.002947915,54,47,49,44,36,7,20,31,14,19.2,9.5,0.056874,24.3
Ashley,18,0,Arkansas,0,0.89793475,0,20046,6027650,207.6,188.2,79.9,75,7,6.5,27.9,18.2,33.3,34.2,23.7,66.2,93,29.6,14,30.7,0.8,25.8,57.9,2.075767505,0.3,2.2,0.7,3.2,0.433004571,0.069347092,0.029198776,1.165628396,0.122767579,0.108499996,1.206772125,0.299311583,0.003325674,29,62,57,57,57,32,20,43,13,23.6,11,0.056874,24.3
Baxter,5,0,Arkansas,0,0.120137437,0,41619,6027650,207.6,188.2,79.9,75,7,6.5,27.9,18.2,33.3,34.2,23.7,66.2,93,29.6,14,30.7,0.8,25.8,57.9,2.075767505,0.3,2.2,0.7,3.2,0.433004571,0.069347092,0.029198776,1.165628396,0.122767579,0.108499996,1.206772125,0.408467287,0.006904681,10,4,1,2,19,4,16,34,13,74.9,40.7,0.056874,24.3
